,name,popularity,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,hit
12,Peach Fuzz,65,7yJbLez2ieMI2PBybVp8Nu,0.709,0.644,1,-7.751,1,0.0356,0.158,0.000299,0.143,0.912,127.286,224360,4,hit
13,Rivers and Roads,68,3z7kvwJVRfA4HCOfm9ngog,0.49,0.18,0,-9.764,1,0.0344,0.7,3.96e-05,0.0762,0.182,136.455,284000,3,hit
15,S.O.B.,65,1VPUpUwtbpoRVXt0txVU0w,0.699,0.579,1,-6.504,1,0.0416,0.267,0.00602,0.452,0.128,109.948,247613,4,hit
16,California Dreamin' - Single Version,80,4s6LhHAV5SEsOV0lC2tjvJ,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,162373,4,hit
17,Dirty Work,70,3IvTwPCCjfZczCN2k4qPiH,0.582,0.214,1,-17.83,1,0.0315,0.767,2.07e-06,0.122,0.515,72.794,190066,4,hit
21,Next to You,72,3MwHZDGwAR8RjZZBriBqmx,0.443,0.419,7,-7.975,1,0.0321,0.633,0.00183,0.404,0.0719,132.204,256520,4,hit
22,Hounds,46,6FErov9WHw4JdMPovllRLc,0.501,0.0904,8,-18.659,0,0.0347,0.867,0.00102,0.096,0.124,110.191,239640,4,flop
23,Brown Eyed Girl,84,3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,183307,4,hit
24,Knockin' On Heaven's Door,76,6HSXNV0b4M4cLJ7ljgVVeh,0.513,0.396,7,-13.061,1,0.0299,0.251,0.177,0.11,0.229,140.208,149880,4,hit
25,Where'd All the Time Go?,78,0UV5zxRMz6AO4ZwUOZNIKI,0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,234800,4,hit
26,Clear in the Eye,60,0k4YE3HGEbjgw7bz5mqctk,0.762,0.269,4,-14.444,1,0.0276,0.871,0.0291,0.0968,0.579,105.996,167760,4,hit
27,You Really Got Me,73,6tZdL3Zp8JgrfDbsSeSV1S,0.567,0.959,8,-3.822,1,0.102,0.0995,6.07e-05,0.1,0.961,137.377,133933,4,hit
28,Questions,48,7w1OJlqxiRxnC4ct8yNN1n,0.573,0.388,7,-13.922,1,0.0269,0.218,0.00127,0.11,0.806,105.825,177867,4,flop
29,"Take Me Home, Country Roads - Original Version",75,1YYhDizHx7PnDhAhko6cDS,0.462,0.395,9,-9.376,1,0.0264,0.758,0.0,0.121,0.625,82.259,190160,4,hit
30,"Mrs. Robinson - From ""The Graduate"" Soundtrack",77,0iOZM63lendWRTTeKhZBSC,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,244027,4,hit
31,The Air That I Breathe - 2008 Remaster,70,6yLIqXX9edg1x0HZS7cZEv,0.279,0.473,4,-8.375,0,0.0309,0.242,0.00164,0.158,0.246,167.792,257107,4,hit
32,Small Town,66,2HsjJJL4DhPCzMlnaGv7ap,0.659,0.919,11,-2.658,1,0.0333,0.155,0.0054,0.312,0.631,123.135,221627,4,hit
33,Give Me One Reason,72,4vDBJeeQCbhP9FaPPMsYkY,0.608,0.419,11,-10.016,1,0.0331,0.602,7.58e-06,0.108,0.602,100.22,268333,4,hit
34,Father And Son,76,476V2d6iA2tWXgQboKmTtA,0.495,0.326,7,-12.29,1,0.0365,0.541,8.85e-05,0.0996,0.371,136.243,221120,4,hit
35,New Soul,57,476JcJ3TpAuCOlGdCmomGm,0.769,0.371,0,-8.522,1,0.0326,0.733,3.73e-05,0.106,0.653,100.001,225107,4,flop
36,Quisiera,47,7v0WvqGq7auy99Nydgc6YJ,0.661,0.559,10,-9.155,1,0.043,0.318,0.0,0.294,0.723,80.892,233333,4,flop
37,Quiet Houses,41,4r92wg5khzEKYB4SZ8s82H,0.569,0.662,11,-6.911,1,0.0254,0.0275,0.488,0.178,0.545,109.88,212253,4,flop
38,Deliverance,36,0lTmVz7A8YJM2fI9k1iMcV,0.404,0.4,6,-12.213,0,0.0403,0.615,0.535,0.101,0.113,114.953,230379,4,flop
39,Katie Queen of Tennessee,49,4C7GZbwKnoucpGdkBQ9iGt,0.56,0.915,2,-5.386,1,0.0308,0.1,0.000254,0.221,0.728,127.023,208333,4,flop
43,All I Have,59,5v6Jj76nTkyTTvZ70NSUVJ,0.386,0.454,1,-8.598,0,0.0478,0.869,0.00433,0.108,0.361,120.992,226740,4,flop
47,Dime Por Qué,50,2sw9MhaAR1tOLIzmMwyU4Y,0.578,0.753,10,-2.919,1,0.0421,0.733,0.0,0.278,0.971,164.769,214320,4,flop
63,Que' Onda Guero,45,5txrJzhPIrRqfvtnvZGcbX,0.804,0.57,1,-7.859,1,0.0614,0.258,0.0112,0.394,0.899,95.811,209307,4,flop
67,I Guess,57,2V6xyW0KBDHzyQ4Q0ZSq1W,0.518,0.325,4,-8.733,1,0.0259,0.47,0.078,0.111,0.334,92.005,224413,3,flop
68,Fais Dodo,45,78YixdR5vmaMRuu8aG252N,0.744,0.167,2,-12.5,1,0.0318,0.951,0.000346,0.126,0.526,74.211,90573,1,flop
72,I'll Be Here in the Morning,54,0HLBLRkkTOlAmjonShicD0,0.558,0.17,4,-18.882,1,0.0331,0.887,0.037,0.113,0.635,76.835,180107,4,flop
73,Natural Light,58,1kKbVnjBHvRSMJUsNOQp2h,0.218,0.00352,1,-39.627,1,0.0515,0.992,0.951,0.139,0.192,68.61,335542,4,flop
74,Experience,77,1BncfTJAWxrsxyT9culBrj,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,315427,4,hit
90,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",70,0jOnZhF75V68VsBObWx2XO,0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,174267,3,hit
94,"Quartet for Flute and String Trio No.1 in F Major, K.370: III. Rondeau. Allegro",17,7slYlKqhDbtDDduOsr8Fn4,0.488,0.0611,5,-21.875,1,0.0501,0.957,0.807,0.104,0.599,62.99,233884,3,flop
95,"16 Waltzes, Op. 39: No. 9 In D Minor",60,0BFXtfNDEYp9AkCIQIaa2J,0.45,0.00251,10,-38.718,1,0.0535,0.995,0.926,0.0571,0.0896,62.44,85707,5,hit
99,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",61,4rrrn8OLrttq7r9RgNXalU,0.194,0.0545,4,-24.877,1,0.0366,0.983,0.945,0.0551,0.0385,140.966,644273,4,hit
100,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",65,61dYvvfIRtIDFuqZypPAta,0.257,0.109,7,-21.356,1,0.0597,0.9,0.867,0.0762,0.307,75.02,151480,4,hit
101,"Rêverie, L. 68: Rêverie",58,3YJrnXT1UNpRgnc7lcgXSF,0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0825,0.0673,69.432,256000,3,flop
102,"Dolly Suite, Op. 56: I. Berceuse",64,3NbAsIxDL0fVgNuCLD152P,0.37,0.0076,4,-33.663,1,0.0384,0.995,0.91,0.0864,0.278,62.668,176518,4,hit
103,The Arts and the Hours,63,1G3QPQkoXvpChjNUhd6Tfs,0.415,0.026,1,-36.7,1,0.0496,0.995,0.938,0.107,0.268,136.191,285443,4,hit
107,Notturno for Strings and Harp,60,7nGA1sRfLDWXYb3VPstnZf,0.0979,0.0801,8,-19.643,1,0.0458,0.941,0.431,0.115,0.0608,75.314,192420,4,hit
108,Beving: Ala,66,1ZC21hJb2GASRkaoZvUcCS,0.324,0.116,7,-22.841,0,0.0348,0.986,0.926,0.113,0.299,79.487,120853,1,hit
109,"Die Kunst der Fuge, BWV 1080: VII. Contrapunctus X (alla Decima)",8,5ORh2beHTW744l2cRJlfsi,0.253,0.309,1,-20.519,0,0.0382,0.784,0.0161,0.0729,0.523,78.385,377613,4,flop
110,"Fantasia in G Minor, BWV 917",7,2qST6MczdW8Dt5dI8WrwGe,0.272,0.173,7,-22.021,0,0.0518,0.994,0.834,0.235,0.389,205.246,157373,4,flop
111,Wind Song,66,48i1p3R9l9f7zjcHPJysZZ,0.339,0.00572,11,-32.309,0,0.0378,0.986,0.923,0.103,0.0616,72.7,198650,3,hit
112,In A Sentimental Mood,66,0E8q2Fx2XuzXCO2NSAppkR,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.229,255227,4,hit
113,Opening Song - Merry-Go-Round of Life,59,3cIKojC2JBVIno9b35MJWn,0.325,0.0947,2,-20.885,0,0.0333,0.906,0.869,0.571,0.0949,49.034,153573,3,flop
114,Zara Zara,46,5gUuhtkbrISUIlqjD3oYgv,0.643,0.268,11,-15.073,0,0.09,0.593,2.06e-06,0.316,0.62,143.813,298266,4,flop
115,Where or When,49,2JR1WeETsXmFR1kRC2oXXq,0.326,0.0575,4,-16.5,1,0.0393,0.99,0.887,0.281,0.301,127.397,168667,5,flop
116,"Goldberg Variations, BWV 988: Aria",63,5bu9A6uphPWg39RC3ZKeku,0.454,0.0139,4,-29.966,0,0.0514,0.995,0.943,0.0736,0.244,130.253,184853,4,hit
117,Evenstar,58,1TQKEwq4y9SkNciJuisE1m,0.122,0.0407,4,-26.194,0,0.0457,0.96,0.847,0.104,0.0342,74.418,195600,5,flop
118,Instants,54,2m2nyQtuu7BIsGo6nPPYtM,0.572,0.109,7,-22.574,0,0.0406,0.939,0.925,0.11,0.635,132.063,150467,4,flop
119,"Quartet for Flute and String Trio No.2 in C Major, K. 309: III. Rondo. Allegretto grazioso",15,3sDv5B7vB3QJHdYduyfjcx,0.369,0.0582,0,-22.581,1,0.0619,0.977,0.472,0.0754,0.557,167.342,365624,4,flop
120,"12 Variations on ""Ein Mädchen oder Weibchen"" from Mozart's Die Zauberflöte in F Major, Op. 66 : Variation VI",4,2Up4V9wFz9AU9aDNfJxyWv,0.346,0.192,5,-26.267,1,0.0478,0.967,0.967,0.121,0.4,147.029,30267,4,flop
121,"Die Kunst der Fuge, BWV 1080: VIII. Contrapunctus VI (per Diminutionem in Stylo Francese)",8,4kfgxnzxn6A98Ut6oBdlnj,0.324,0.366,1,-17.21,0,0.0317,0.885,0.234,0.0853,0.608,79.647,251267,4,flop
122,Losar,60,0bCSGdS5SRvzoz4IBTD55W,0.305,0.0384,5,-28.605,0,0.0301,0.961,0.902,0.0886,0.0856,81.917,221061,3,hit
123,"Quartet for Flute and String Trio No.3 in F Major, K.533: III. Rondo. Allegretto",14,2y7Qbw9lim2tL5Pi1xX6iO,0.366,0.0595,7,-22.323,1,0.0496,0.985,0.546,0.292,0.474,137.838,370184,4,flop
124,Sunset Bird - Piano Septet Version,49,6bXuTbOQeHnTobLDUpqPpu,0.395,0.224,3,-15.074,1,0.0301,0.968,0.853,0.146,0.319,143.964,197611,3,flop
125,La vie en rose,61,5EY6yQXMCtX5EbkC0ru0LV,0.344,0.404,0,-7.478,1,0.0358,0.829,0.0,0.27,0.441,80.778,186982,4,hit
126,"Rêverie, L. 68: Rêverie",62,43bSKCMWHIuBsUVmQcDX1J,0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,257000,3,hit
127,"Goldberg Variations, BWV 988: Aria",25,2fm8qcYXof8NXh3ADdMpKw,0.315,0.0387,7,-29.37,1,0.0421,0.995,0.93,0.126,0.192,132.808,245800,3,flop
128,"Violin Sonata No. 4 in C Minor, BWV 1017 (Arr. for Recorder & Harpsichord by Lorenzo Cavasanti & Alessandro Padoan): III. Adagio",5,4C6isf7L5Y7PfmCWHiptPi,0.311,0.104,2,-21.252,1,0.0359,0.883,0.0129,0.0814,0.306,93.685,187920,5,flop
129,"Suite in A Major, BWV 832: V. Gigue",4,6bAeTQZ235TAVFG1J96PXR,0.61,0.353,6,-15.278,0,0.0417,0.992,0.915,0.311,0.921,109.392,80200,4,flop
130,"Fantasia in A Minor, BWV 922",7,1cG1o7U9iNsT4b1Ny8Yp05,0.472,0.13,9,-16.242,0,0.0392,0.994,0.867,0.131,0.0601,141.385,362320,4,flop
131,"French Suite No. 5 in G Major, BWV 816: V. Bourée",1,67o2Qs2gVCC2Xtoh3fKzzO,0.558,0.22,7,-20.709,1,0.0424,0.992,0.914,0.158,0.964,90.129,84587,4,flop
132,Gone Forever,59,2Xe2YAxNPqWCNpZ8RagBdO,0.409,0.761,2,-4.514,1,0.031,0.0175,0.0,0.114,0.271,155.901,221093,4,flop
133,In the End,87,60a0Rd6pjrkxjPbaKzXjfq,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880,4,hit
134,Killing In The Name,80,59WN2psjkt1tyaxjspN8fp,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,313573,4,hit
135,Lithium,72,2YodwKJnbPyNKe8XXSE9V7,0.678,0.656,7,-6.41,1,0.0381,0.00174,0.0,0.0631,0.485,123.207,257053,4,hit
136,Crawling,79,57BrRMwf9LrcmuOsyGilwr,0.58,0.702,4,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,208960,4,hit
137,Man in the Box,77,6gZVQvQZOFpzIy3HblJ20F,0.355,0.791,8,-7.565,1,0.0453,0.00045,0.0,0.0969,0.758,106.392,285200,4,hit
138,One Headlight,71,0z1b34WikhOH9ZxU8QDWcv,0.701,0.539,2,-8.968,1,0.0277,0.000655,0.005,0.0589,0.752,107.531,312627,4,hit
0,The Kill,78,0lP4HYLmvowOKdsQ7CVkuq,0.179,0.912,4,-3.881,0,0.0791,0.0014,0.000294,0.582,0.289,182.99,231533,3,hit
1,Living Dead Girl,71,10V8XpuyMoEcSMfM79WDET,0.518,0.948,6,-5.58,0,0.0683,0.00504,0.104,0.228,0.55,103.025,201400,4,hit
2,Fat Lip,74,4KacUpvbA3Mfo05gttTjhN,0.402,0.914,9,-5.215,1,0.142,0.000579,0.0,0.065,0.626,196.505,178267,4,hit
3,Make Me Bad,64,286ek1kspX7VFaheXFSvPk,0.531,0.793,11,-6.889,0,0.0496,0.000192,0.0241,0.229,0.417,110.003,235613,4,hit
4,All Apologies,73,1Ic9pKxGSJGM0LKeqf6lGe,0.446,0.632,1,-12.197,1,0.034,0.0793,0.000266,0.0881,0.359,113.176,233173,4,hit
5,She Hates Me,73,16DhvbuyvJob4Q9GHNYu2n,0.58,0.748,4,-5.433,1,0.0323,0.00935,0.0,0.753,0.584,109.781,216760,4,hit
6,The Lost Art Of Keeping A Secret,52,1RwDsaft1szD0FO3DVEtaT,0.544,0.791,1,-4.788,1,0.0353,0.0756,0.00951,0.719,0.418,110.754,216000,4,flop
10,All Around Me,68,1zN6ynJG4PdR61YWv4PQ3Y,0.473,0.871,9,-4.893,1,0.0456,0.0216,0.0,0.0525,0.47,146.975,198507,4,hit
12,Come Out and Play,73,5JJDu0Z5DKe7mR31MGksSg,0.519,0.77,7,-8.788,1,0.0809,0.0675,3.48e-06,0.0762,0.921,158.29,197800,4,hit
13,Youngest Daughter,73,3tYxhPqkioZEV5el3DJxLQ,0.492,0.762,8,-6.813,1,0.0388,0.000551,0.125,0.366,0.413,129.682,249515,4,hit
14,The Diary of Jane - Single Version,74,0faXHILILebCGnJBPU6KJJ,0.392,0.964,10,-4.441,0,0.0644,7.13e-05,0.0387,0.106,0.269,167.024,200547,4,hit
15,Addicted,71,3pxCXv0NACYfYnLjFcQW5D,0.512,0.864,7,-4.146,1,0.0338,0.000821,0.0,0.0982,0.527,138.018,222827,4,hit
16,Right Here,60,6S7mmHgyWOG6pIYuL4YrfQ,0.492,0.646,10,-5.334,0,0.0303,0.00136,2.21e-05,0.121,0.214,112.228,253933,4,hit
17,What It's Like,69,6vUPPEN2V2lZ78b6DyEIjZ,0.679,0.557,0,-7.423,1,0.0281,0.0904,0.0324,0.0866,0.405,85.152,303133,4,hit
18,More Human Than Human,59,1NbJFhkVdD47YZ2IojKkJi,0.673,0.911,1,-6.725,1,0.0707,0.000367,0.628,0.101,0.54,101.467,268760,4,flop
27,S.E.X.,59,56h3v9zaotemQ0NB21dlkg,0.55,0.914,8,-2.831,1,0.0425,3.53e-05,0.322,0.0894,0.825,134.958,233840,4,flop
36,Over and Over,54,6Dtq63g5m2sMIVd1Aw9ZDD,0.434,0.763,0,-4.123,1,0.0327,0.0283,0.0,0.153,0.249,138.941,191907,4,flop
37,One X,49,2kcbSjvCyeryZVfgvdt4FQ,0.525,0.674,0,-4.545,1,0.0382,0.00391,0.0,0.119,0.319,126.973,286267,4,flop
38,Song For The Dead,55,66UbHESsyfaXdoxlqVBa1T,0.339,0.933,5,-5.733,1,0.0723,0.158,0.416,0.397,0.225,106.566,352440,4,flop
42,GET UP,56,1OKQIvaO7yn7R2BpdUFG7D,0.552,0.935,0,-4.096,1,0.0623,0.0174,1.98e-06,0.116,0.38,74.954,245787,4,flop
43,Home,58,2mobr1UlKjhxDTOVqng3jw,0.443,0.853,6,-3.885,1,0.0361,0.00217,1.77e-06,0.198,0.338,143.986,255652,4,flop
44,No One Knows,53,6qS04no9s93xryizOrZ4ru,0.518,0.547,0,-5.312,1,0.0493,0.0106,0.000111,0.071,0.71,170.944,253813,4,flop
45,Time Won't Wait,59,3EP4LqNhrKxdB93j2W6rvI,0.482,0.917,5,-4.359,0,0.0698,9.39e-05,0.0,0.348,0.635,157.99,150658,4,flop
47,Quiet - 2011 Remaster,48,5h9qCxrIrS7atH6OEglH8X,0.417,0.84,4,-7.861,1,0.032,1.22e-05,0.58,0.278,0.255,98.649,222726,4,flop
48,"You Think I Ain't Worth A Dollar, But I Feel Like A Millionaire",57,68DKrU7sTyDpDA5T3dsOlk,0.478,0.861,0,-6.79,0,0.105,0.0191,0.0396,0.155,0.607,159.846,192573,4,flop
49,Blinded By The Light,64,7kNNylJ1kswWbHeRM6UDuE,0.456,0.696,5,-10.0,1,0.0653,0.291,0.000207,0.0853,0.508,142.156,428133,4,hit
50,Rocky Mountain Way,60,2XHjFJVXYlEzoDvN82h8s5,0.493,0.376,4,-15.045,1,0.0435,0.0241,0.792,0.102,0.419,86.47,315400,4,hit
54,Tush (2006 Remaster),71,55WrYzR1SHfXeeU6DJbk3Y,0.511,0.908,0,-6.078,1,0.042,0.00228,0.0289,0.638,0.717,145.213,133973,4,hit
55,Sharp Dressed Man (2008 Remaster),74,0bRNszTbTFLNlunAeh7eom,0.601,0.859,5,-5.264,1,0.0276,0.000359,0.00124,0.0871,0.446,125.144,258027,4,hit
56,Let Me Live / Let Me Die,58,0AVIswXP3Q5FnlorjU0DbI,0.341,0.764,4,-4.841,1,0.202,0.0362,2.41e-06,0.0817,0.239,128.931,207142,3,flop
57,This Is Nowhere,65,7wFmJxJfGCN6DM5913y7pr,0.596,0.831,0,-2.491,1,0.0263,0.00146,0.000144,0.151,0.548,93.983,224045,4,hit
58,Play with Fire (feat. Yacht Money),75,7vguMCv8uVuZLiQJ156u3Z,0.573,0.539,2,-6.091,0,0.0322,0.0162,1.16e-05,0.105,0.39,75.012,180691,4,hit
62,At Last,78,4Hhv2vrOTy89HFRcjU3QOx,0.274,0.348,5,-8.631,1,0.0293,0.547,0.0133,0.334,0.328,87.43,179693,3,hit
67,Light My Love,67,4iya38ctQ1httyA6NOG9oW,0.374,0.778,5,-4.466,1,0.0363,0.1,0.199,0.107,0.484,133.85,270887,3,hit
68,Safari Song,66,1BfR5GMOgW0peHkPxrwf11,0.362,0.928,2,-4.015,1,0.0503,0.164,1.61e-05,0.315,0.678,175.868,234600,4,hit
69,Howlin' for You,71,0grFc6klR3hxoHLcgCYsF4,0.705,0.735,11,-6.646,1,0.0931,0.028,0.0783,0.112,0.448,132.627,191800,4,hit
73,Lo/Hi,66,25YlltWXRb9k7KbrEBRuhJ,0.606,0.679,2,-7.445,1,0.0321,0.0151,0.000433,0.0962,0.707,122.016,177768,4,hit
74,Seven Nation Army,85,3dPQuX8Gs42Y7b454ybpMR,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,232107,4,hit
75,Beyond,72,1Omt5bfz1tZUCqd26HxbS0,0.581,0.687,6,-5.4,1,0.105,0.229,0.0,0.109,0.187,76.014,240600,4,hit
76,Neon Pill,65,4kTHDmH15ubreezeDqRHXc,0.666,0.882,7,-6.085,0,0.0377,0.000198,0.00597,0.135,0.842,120.045,201233,4,hit
77,White Rabbit,69,4vpeKl0vMGdAXpZiQB2Dtd,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,150640,4,hit
78,You're The One,62,0iYBNrznkCwhN3xCmNVJpo,0.553,0.807,2,-5.805,1,0.0428,0.0125,0.00222,0.302,0.575,151.916,266933,4,hit
79,You'll Pay,52,0At3olUnhR29VyL0eXBkQP,0.562,0.947,2,-1.215,0,0.111,0.0808,0.0,0.373,0.736,130.953,165253,4,flop
80,It's Only A Paper Moon,57,373yGkNo74RZgmQgTiR8xK,0.761,0.103,10,-16.964,1,0.0416,0.944,0.0,0.127,0.53,114.044,160133,4,flop
81,X-Ray Visions,41,3MWjHnS7hpzrtRqNhT4DsS,0.43,0.996,2,-4.929,1,0.146,0.00759,4.81e-06,0.279,0.349,181.027,222135,3,flop
82,Shake Me Down,59,1Hb1IJ9bBCa6wo3fRtexnJ,0.457,0.613,9,-5.756,1,0.0295,0.00463,0.000406,0.0711,0.132,105.111,211373,4,flop
83,Shy,58,407qAIie8sIEgquKD1AAd2,0.803,0.498,8,-5.389,0,0.0634,0.279,1.33e-06,0.161,0.832,92.032,194493,4,flop
87,Joy,50,1VGeBBGNjnscSsWToLV8cJ,0.387,0.842,9,-4.385,0,0.0433,0.191,0.000571,0.346,0.646,81.795,226853,4,flop
88,Pictures of Matchstick Men,49,49Y63pCtLCOdbRBokfFxOt,0.241,0.57,7,-6.694,1,0.0303,0.0575,0.0038,0.053,0.542,171.495,195773,4,flop
89,Uncle Remus,54,4PPwkLq2ld1k09Bl5NkyZB,0.484,0.66,0,-11.163,1,0.0358,0.034,0.0812,0.0893,0.742,78.591,169600,4,flop
90,Stay High,54,5zFaNeTwCtsBbMc72FtXVo,0.598,0.853,9,-5.373,1,0.0545,0.132,0.00297,0.132,0.312,121.988,191396,1,flop
91,Heard It On The X,35,0RwG3WfMsw8OAlHY1UUrbl,0.442,0.918,9,-5.669,1,0.0526,0.018,0.178,0.289,0.613,96.557,170960,4,flop
92,Up On Cripple Creek,58,7aTCCNpHJD2Jgv0LLVJb8Y,0.719,0.67,9,-9.113,1,0.0903,0.243,0.0223,0.0618,0.96,144.041,270293,4,flop
93,Mister Five by Five,25,5Yg0UO6c2FAJg5lC4M8S0z,0.384,0.34,10,-14.286,1,0.0406,0.506,0.0,0.367,0.895,154.49,122347,4,flop
97,(Let Me Be Your) Teddy Bear,18,0ceiaIt30eHqeKF29ddCOz,0.465,0.824,11,-7.474,0,0.0397,0.0209,0.00814,0.936,0.397,105.054,320435,4,flop
98,Got Me Under Pressure (2008 Remaster),56,7lz578ML4nWrDL3uOLyQoR,0.608,0.939,2,-4.95,1,0.0375,0.0168,0.00785,0.0941,0.759,157.957,243067,4,flop
99,Rough Boy,56,6twEEIkgsC2Iv6RczUjLGv,0.456,0.48,9,-15.776,1,0.03,0.38,0.0152,0.142,0.683,157.966,289160,4,flop
100,Waitin' for the Bus (2006 Remaster),56,2zNkzCAijAuCYWzxKJeYO2,0.701,0.371,7,-10.303,1,0.0896,0.0467,0.0835,0.148,0.861,99.543,173267,4,flop
101,Sandcastles - ToWonder X Severo Remix,37,1TgDJSj2toOHuB2rybLdQb,0.613,0.825,8,-2.717,0,0.187,0.245,0.0,0.245,0.402,150.072,214400,4,flop
102,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",73,4w8niZpiMy6qz1mntFA5uM,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,4,hit
103,Can't Do Without You,54,5owacNcWuezb4JHoGdoQSj,0.691,0.407,0,-9.053,1,0.0473,0.79,0.656,0.783,0.491,128.035,236400,4,flop
107,Extreme Ways,53,5dcUUklOiH01fVEH5pmWRs,0.511,0.782,9,-7.934,0,0.0486,0.00112,0.000825,0.11,0.551,100.002,237640,4,flop
108,You Know You Like It,71,57kR5SniQIbsbVoIjjOUDa,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,247267,4,hit
109,I'll Be Here,60,5UTjWT7qr0ltzTTzifQETi,0.621,0.652,0,-7.822,1,0.0292,0.499,0.319,0.323,0.0755,121.997,292254,4,hit
110,Head Like A Hole,60,3ckd4YA4LcD3j50rfIVwUe,0.666,0.798,9,-11.26,1,0.0477,0.00848,0.00186,0.585,0.442,115.382,299680,4,hit
114,Vega,56,7cEbICGWeFyBTmijsRtbjr,0.707,0.839,2,-8.239,1,0.0408,0.172,0.815,0.0986,0.231,123.983,201290,4,flop
115,You Wish,68,6G6M4fl2I0eqEQnzyTwR8m,0.781,0.25,9,-9.702,0,0.0297,0.708,0.91,0.375,0.454,103.478,209317,4,hit
116,March Of The Pigs,55,59FwEQpuagQZQVP71h9OIq,0.511,0.867,2,-7.411,1,0.049,0.0278,0.113,0.0855,0.0722,134.472,178640,1,flop
120,U Are My High,63,3S7A85bAWOd6ltk6r2ANOI,0.503,0.783,0,-4.761,0,0.0385,0.0221,0.00223,0.14,0.213,125.122,180480,4,hit
121,Porcelain,57,5fJAYWoFgXm26HLNViFiUh,0.297,0.634,0,-7.927,0,0.0335,0.00141,0.175,0.247,0.331,94.733,241173,4,flop
122,Stupid Girl - Remastered 2015,52,3fNf71Ktya4CYMqGM6eRud,0.634,0.756,1,-4.81,0,0.0332,0.00251,0.000441,0.0427,0.661,119.948,258533,4,flop
123,Closer,67,2oDqmfa2g8W893LlwJG1qu,0.547,0.714,10,-8.628,0,0.044,0.000242,0.636,0.122,0.541,89.996,373000,4,hit
124,Ooh La La,60,3E0gVkirGK2ouGHPuOO9cN,0.48,0.676,4,-7.727,0,0.0631,0.00996,0.642,0.116,0.199,144.514,204373,4,hit
125,Angel,64,7uv632EkfwYhXoqf8rhYrg,0.714,0.309,7,-10.796,1,0.0291,0.0157,0.807,0.0777,0.0671,107.346,379533,4,hit
126,Friday Night‬‬‬,60,78zc6DT7A2ccehmIqef9mT,0.732,0.668,1,-5.588,0,0.038,0.00113,2.5e-05,0.0775,0.0792,127.995,173871,4,hit
127,Midas,70,6VNooTY5w9A9wg1YUsEbKB,0.697,0.578,9,-5.213,0,0.095,0.393,0.379,0.106,0.3,114.995,218358,4,hit
128,Breathe,62,0uKrhHBDUQ4w5fv4qwOubP,0.684,0.684,1,-13.337,1,0.0418,0.385,0.29,0.106,0.616,113.988,282240,4,hit
129,Sour Times,63,6vTtCOimcPs5H1Jr9d0Aep,0.698,0.633,8,-6.68,0,0.0406,0.0508,0.272,0.264,0.55,94.085,252267,4,hit
130,U Are My High (with Future),75,0ITaSRuI0L1RNL7ZNYTTi7,0.602,0.824,0,-4.087,0,0.0547,0.0867,0.0,0.0947,0.442,125.147,211200,4,hit
131,QKThr,73,4LIM4qmpHABufePRrLWbiM,0.451,0.0223,1,-26.117,1,0.0461,0.993,0.768,0.13,0.0573,79.042,87467,3,hit
132,Vision - Slowed,56,1NFqszFNaYFCTjdGb3TfSh,0.676,0.32,1,-13.842,0,0.0354,0.0219,0.127,0.0849,0.0997,105.793,299573,4,flop
133,At Doom's Gate,61,2UKgx2oba7CltHLACr3xdT,0.577,0.647,2,-7.647,1,0.0569,0.00165,0.806,0.154,0.236,160.987,70771,4,hit
1,Wake Me Up In Paris,72,4dq7XLDmFHNwc1yqL339qT,0.71,0.816,11,-4.516,0,0.186,0.0573,4.87e-06,0.176,0.363,131.001,136947,4,hit
